[6990 131105-15:40:13.868] INFO: load service log ok
[6990 131105-15:40:13.868] INFO: host log level DEBUG
[6990 131105-15:40:13.868] INFO: load service dispatcher ok
[6990 131105-15:40:13.868] INFO: load service node ok
[6990 131105-15:40:13.868] INFO: load service centerc ok
[6990 131105-15:40:13.868] INFO: load service cmdctl ok
[6990 131105-15:40:13.868] INFO: load service world ok
[6990 131105-15:40:13.868] INFO: load service gamematch ok
[6990 131105-15:40:13.868] INFO: load service playerdb ok
[6990 131105-15:40:13.868] INFO: node register, NODE[world0000,T03,C-001,L0.0.0.0:0,N127.0.0.1:8300,G0.0.0.0:0]
[6990 131105-15:40:13.868] INFO: listen on 127.0.0.1:8300
[6990 131105-15:40:13.868] INFO: connect to 127.0.0.1:8000 ...
[6990 131105-15:40:13.868] INFO: connect to center ok
[6990 131105-15:40:13.868] INFO: load tplt: ./res/tbl/roledata.tbl
[6990 131105-15:40:13.868] INFO: Shaco start
[6990 131105-15:44:22.266] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.266] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.266] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.266] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.267] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.267] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.267] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.267] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.267] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.267] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.268] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.268] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.268] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.268] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.268] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.268] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.269] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.269] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.269] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.269] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.269] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.269] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.270] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.270] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.270] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.270] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.270] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.271] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.271] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.271] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.271] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.271] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.272] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.272] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.272] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.272] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.272] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.272] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.273] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.273] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.273] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.273] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.273] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.273] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.274] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.274] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.274] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.274] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.274] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.274] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.275] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.275] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.275] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.275] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.275] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.275] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.276] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.276] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.276] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.276] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.276] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.276] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.277] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.277] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.277] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.277] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.277] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.277] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.278] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.278] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.278] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.278] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.278] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.279] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.279] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.279] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.279] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.279] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.280] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.280] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.280] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.280] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.280] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.280] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.281] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.281] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.281] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.281] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.281] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.281] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.282] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.282] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.282] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.282] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.282] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.282] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.283] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.283] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.283] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.283] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.283] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.284] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.284] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.284] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.284] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.284] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.284] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.284] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.285] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.285] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.285] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.285] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.285] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.285] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.286] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.286] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.286] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.286] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.286] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.287] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.287] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.287] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.287] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.287] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.288] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.288] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.288] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.288] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.288] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.288] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.289] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.289] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.289] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.289] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.289] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.289] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.290] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.290] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.290] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.290] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.290] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.290] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.291] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.291] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.291] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.291] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.291] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.292] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.292] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.292] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.292] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.292] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.292] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.293] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.293] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.293] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.293] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.293] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.293] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.293] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.294] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.294] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.294] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.294] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.294] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.295] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.295] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.295] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.295] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.295] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.296] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.296] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.296] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.296] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.296] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.296] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.297] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.297] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.297] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.297] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.297] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.297] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.298] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.298] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.298] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.298] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.298] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.298] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.299] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.299] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.299] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.299] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.299] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.300] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.300] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.300] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.300] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.300] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.300] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.300] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.301] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.301] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.301] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.301] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.301] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.301] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.302] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.302] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.302] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.302] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.302] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.303] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.303] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.303] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.303] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.303] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.304] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.304] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.304] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.304] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.304] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.304] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.305] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.305] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.305] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.305] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.305] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.305] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.306] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.306] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.306] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.306] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.306] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.306] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.307] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.307] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.307] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.307] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.307] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.307] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.308] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.308] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.308] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.308] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.308] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.308] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.309] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.309] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.309] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.309] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.309] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.309] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.310] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.310] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.310] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.310] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.310] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.310] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.311] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.311] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.311] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.311] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.311] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.312] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.312] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.312] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.312] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.312] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.312] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.313] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.313] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.313] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.313] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.313] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.313] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.313] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.314] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.314] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.314] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.314] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.314] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.315] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.315] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.315] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.315] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.315] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.316] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.316] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.316] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.316] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.316] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.316] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.317] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.317] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.317] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.317] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.317] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.317] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.318] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.318] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.318] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.318] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.318] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.318] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.319] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.319] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.319] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.319] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.319] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.319] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.320] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.320] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.320] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.320] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.320] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.320] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.321] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.321] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.321] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.321] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.321] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.321] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.322] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.322] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.322] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.322] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.322] DEBUG: Receive msg:12, from gate, to service:world
[6990 131105-15:44:22.322] DEBUG: Receive msg:21, from redisproxy, to service:playerdb
[6990 131105-15:44:22.323] DEBUG: Receive msg:12, from gate, to service:world
